,Unnamed: 0,naziv_opstine_clean,naziv_okruga_clean,NazivOpstine,NazivOkruga1,Datum,01. Povrsina,02. Teritorija pod sumom,"03. Teritorija pod sumom, kao % ukupne povrsine",04. Broj naselja,05. Gustina naseljenosti,06. Broj domacinstava,07. Broj stanovnika,"08. Broj stanovnika, musko","09. Broj stanovnika, zensko",10. Stopa maskuliniteta,11. Stopa feminiteta,12. Stanovnistvo - Predskolski uzrast (0-6),"13. Stanovnistvo - Predskolski uzrast (0-6), kao % ukupnog stanovnistva",14. Stanovnistvo - Osnovnoskolski uzrast (7-14),"15. Stanovnistvo - Osnovnoskolski uzrast (7-14), kao % ukupnog stanovnistva",16. Stanovnistvo - Srednjoskolski uzrast (15-18),"17. Stanovnistvo - Srednjoskolski uzrast (15-18), kao % ukupnog stanovnistva",18. Stanovnistvo - Punoletno stanovnistvo (18 i vise),"19. Stanovnistvo - Punoletno stanovnistvo (18 i vise), kao % ukupnog stanovnistva",20. Stanovnistvo - Mladi (15-29 godina),"21. Stanovnistvo - Mladi (15-29 godina), kao % ukupnog stanovnistva",22. Stanovnistvo - Radno sposobno stanovnistvo (15-64),"23. Stanovnistvo - Radno sposobno stanovnistvo (15-64), kao % ukupnog stanovnistva",24. Stanovnistvo - Zene u fertilnom periodu (15-49),"25. Stanovnistvo - Zene u fertilnom periodu (15-49), kao % ukupnog stanovnistva",26. Stanovnistvo - Starije stanovnistvo (65 i vise),"27. Stanovnistvo - Starije stanovnistvo (65 i vise), kao % ukupnog stanovnistva",28. Prosecna starost stanovnistva,29. Indeks starenja,30. Natalitet,31. Stopa nataliteta,32. Mortalitet,33. Stopa mortaliteta,34. Broj umrle odojcadi,35. Broj umrle odojcadi na 1000 zivorodjenih,36. Prirodni prirastaj,37. Stopa prirodnog prirastaja,38. Vitalni indeks,39. Stopa ukupnog fertiliteta,"40. Ocekivano trajanje zivota, muskarci","41. Ocekivano trajanje zivota, zene",42. Stopa ukupne zavisnosti stanovnistva,43. Stopa zavisnosti mladjeg stanovnistva,44. Stopa zavisnosti starijeg stanovnistva,45. Zakljuceni brakovi,46. Razvedeni brakovi,47. Odnos zakljucenih i razvedenih brakova,48. Unutrasnji migracioni saldo,49. Duzina puteva,50. Gustina puteva,51. Putnicki automobili,52. Putnicki automobili na 1000 stanovnika,53. Domacinstva prikljucena na vodovodnu mrezu,"54. Domacinstva prikljucena na vodovodnu mrezu, kao % ukupnog broja domacinstava",55. Domacinstva prikljucena na kanalizacionu mrezu,"56. Domacinstva prikljucena na kanalizacionu mrezu, kao % ukupnog broja domacinstava",57. Broj izgradjenih stanova,58. Izgradjeni stanovi na 1000 stanovnika,"59. Glasaci na izborima za odbornike skupstina JLS, kao % ukupnih biraca","60. Zene, kao % odbornika u skupstinama JLS"
104,104,Coka,Severnobanatska oblast,Čoka,Severnobanatska oblast,2015,321 km2,429.52 ha,1.3 %,8 Broj,34 Broj,4663 Broj,10795 Broj,5381 Broj,5414 Broj,0.99 Odnos,1.01 Odnos,570 Broj,5.3 %,831 Broj,7.7 %,472 Broj,4.4 %,9052 Broj,83.9 %,1891 Broj,17.5 %,7226 Broj,66.9 %,2130 Broj,19.7 %,2168 Broj,20.1 %,44.07 Broj,152.3 Indeks,87 Broj,8.06 ‰,227 Broj,21.03 ‰,1 Broj,11.5 ‰,-140 Broj,-12.97 ‰,38.33 Indeks,1.54 Koeficijent,67.4 Broj,75.5 Broj,49.4 Broj,19.4 Broj,30 Broj,55 Broj,25 Broj,2.2 Broj,-22 Broj,123.95 km,0.4 km,2274 Broj,211 Broj,4488 Broj,96.2 %,1036 Broj,22.2 %,1 Broj,0.1 Broj,63 %,48 %
105,105,Coka,Severnobanatska oblast,Čoka,Severnobanatska oblast,2016,321 km2,429.52 ha,1.3 %,8 Broj,33 Broj,4663 Broj,10600 Broj,5295 Broj,5305 Broj,1 Odnos,1 Odnos,557 Broj,5.3 %,809 Broj,7.6 %,445 Broj,4.2 %,8905 Broj,84 %,1860 Broj,17.5 %,7064 Broj,66.6 %,2068 Broj,19.5 %,2170 Broj,20.5 %,44.22 Broj,157.1 Indeks,75 Broj,7.08 ‰,207 Broj,19.53 ‰,0 Broj,0 ‰,-132 Broj,-12.45 ‰,36.23 Indeks,1.36 Koeficijent,67.6 Broj,76.4 Broj,50.1 Broj,19.3 Broj,30.7 Broj,66 Broj,16 Broj,4.1 Broj,-96 Broj,123.95 km,0.4 km,2360 Broj,223 Broj,4488 Broj,96.2 %,1036 Broj,22.2 %,2 Broj,0.2 Broj,56.4 %,40 %
106,106,Coka,Severnobanatska oblast,Čoka,Severnobanatska oblast,2017,321 km2,447.53 ha,1.4 %,8 Broj,32 Broj,4663 Broj,10407 Broj,5212 Broj,5195 Broj,1 Odnos,1 Odnos,541 Broj,5.2 %,768 Broj,7.4 %,443 Broj,4.3 %,8767 Broj,84.2 %,1831 Broj,17.6 %,6913 Broj,66.4 %,2021 Broj,19.4 %,2185 Broj,21 %,44.47 Broj,162.6 Indeks,73 Broj,7.01 ‰,196 Broj,18.83 ‰,1 Broj,13.7 ‰,-123 Broj,-11.82 ‰,37.24 Indeks,1.34 Koeficijent,66.4 Broj,76.8 Broj,50.5 Broj,18.9 Broj,31.6 Broj,53 Broj,23 Broj,2.3 Broj,-34 Broj,66.92 km,0.2 km,2434 Broj,234 Broj,4488 Broj,96.2 %,1207 Broj,25.9 %,1 Broj,0.1 Broj,56.4 %,40 %
107,107,Coka,Severnobanatska oblast,Čoka,Severnobanatska oblast,2018,321 km2,447.53 ha,1.4 %,8 Broj,32 Broj,4663 Broj,10262 Broj,5149 Broj,5113 Broj,1.01 Odnos,0.99 Odnos,552 Broj,5.4 %,721 Broj,7 %,451 Broj,4.4 %,8652 Broj,84.3 %,1807 Broj,17.6 %,6803 Broj,66.3 %,1993 Broj,19.4 %,2186 Broj,21.3 %,44.57 Broj,164 Indeks,78 Broj,7.6 ‰,218 Broj,21.24 ‰,0 Broj,0 ‰,-140 Broj,-13.64 ‰,35.78 Indeks,1.45 Koeficijent,68.6 Broj,75.8 Broj,50.8 Broj,18.7 Broj,32.1 Broj,55 Broj,16 Broj,3.4 Broj,6 Broj,66.92 km,0.2 km,2461 Broj,240 Broj,4488 Broj,96.2 %,1207 Broj,25.9 %,4 Broj,0.4 Broj,56.4 %,40 %
108,108,Coka,Severnobanatska oblast,Čoka,Severnobanatska oblast,2019,321 km2,447.53 ha,1.4 %,8 Broj,32 Broj,4663 Broj,10123 Broj,5092 Broj,5031 Broj,1.01 Odnos,0.99 Odnos,557 Broj,5.5 %,685 Broj,6.8 %,451 Broj,4.5 %,8537 Broj,84.3 %,1780 Broj,17.6 %,6701 Broj,66.2 %,1966 Broj,19.4 %,2180 Broj,21.5 %,44.64 Broj,164.5 Indeks,79 Broj,7.8 ‰,194 Broj,19.16 ‰,1 Broj,12.7 ‰,-115 Broj,-11.36 ‰,40.72 Indeks,1.51 Koeficijent,67.9 Broj,75.3 Broj,51.1 Broj,18.5 Broj,32.5 Broj,47 Broj,22 Broj,2.1 Broj,-28 Broj,66.92 km,0.2 km,2579 Broj,255 Broj,4488 Broj,96.2 %,1207 Broj,25.9 %,1 Broj,0.1 Broj,56.4 %,40 %
109,109,Coka,Severnobanatska oblast,Čoka,Severnobanatska oblast,2020,321 km2,354.12 ha,1.1 %,8 Broj,31 Broj,4663 Broj,10030 Broj,5042 Broj,4988 Broj,1.01 Odnos,0.99 Odnos,566 Broj,5.6 %,663 Broj,6.6 %,451 Broj,4.5 %,8464 Broj,84.4 %,1761 Broj,17.6 %,6607 Broj,65.9 %,1962 Broj,19.6 %,2194 Broj,21.9 %,44.64 Broj,166 Indeks,84 Broj,8.37 ‰,198 Broj,19.74 ‰,0 Broj,0 ‰,-114 Broj,-11.37 ‰,42.42 Indeks,1.59 Koeficijent,69.9 Broj,74.9 Broj,51.8 Broj,18.6 Broj,33.2 Broj,29 Broj,7 Broj,4.1 Broj,70 Broj,66.92 km,0.2 km,2649 Broj,264 Broj,4488 Broj,96.2 %,1207 Broj,25.9 %,0 Broj,0 Broj,58 %,40 %
110,110,Indjija,Sremska oblast,Inđija,Sremska oblast,2011,385 km2,487.8 ha,1.3 %,11 Broj,123 Broj,15695 Broj,47428 Broj,23411 Broj,24017 Broj,0.97 Odnos,1.03 Odnos,3031 Broj,6.4 %,3456 Broj,7.3 %,2151 Broj,4.5 %,39338 Broj,82.9 %,8940 Broj,18.8 %,33041 Broj,69.7 %,10625 Broj,22.4 %,7900 Broj,16.7 %,42.16 Broj,123.3 Indeks,366 Broj,7.72 ‰,593 Broj,12.5 ‰,4 Broj,10.9 ‰,-227 Broj,-4.79 ‰,61.72 Indeks,1.22 Koeficijent,71.4 Broj,76.2 Broj,43.5 Broj,19.6 Broj,23.9 Broj,249 Broj,1 Broj,249 Broj,21 Broj,174.55 km,0.5 km,10187 Broj,215 Broj,13428 Broj,85.6 %,9163 Broj,58.4 %,249 Broj,5.3 Broj,65.2 %,29.7 %
111,111,Indjija,Sremska oblast,Inđija,Sremska oblast,2012,385 km2,487.8 ha,1.3 %,11 Broj,123 Broj,15695 Broj,47234 Broj,23339 Broj,23895 Broj,0.98 Odnos,1.02 Odnos,3032 Broj,6.4 %,3441 Broj,7.3 %,2053 Broj,4.3 %,39258 Broj,83.1 %,8701 Broj,18.4 %,32701 Broj,69.2 %,10462 Broj,22.1 %,8060 Broj,17.1 %,42.4 Broj,127.4 Indeks,435 Broj,9.21 ‰,640 Broj,13.55 ‰,0 Broj,0 ‰,-205 Broj,-4.34 ‰,67.97 Indeks,1.47 Koeficijent,72.4 Broj,76.8 Broj,44.4 Broj,19.8 Broj,24.6 Broj,234 Broj,3 Broj,78 Broj,25 Broj,189.01 km,0.5 km,10669 Broj,226 Broj,13428 Broj,85.6 %,9163 Broj,58.4 %,106 Broj,2.2 Broj,61.1 %,29.7 %
112,112,Indjija,Sremska oblast,Inđija,Sremska oblast,2013,385 km2,487.8 ha,1.3 %,11 Broj,122 Broj,15695 Broj,47046 Broj,23248 Broj,23798 Broj,0.98 Odnos,1.02 Odnos,3056 Broj,6.5 %,3441 Broj,7.3 %,1939 Broj,4.1 %,39156 Broj,83.2 %,8444 Broj,17.9 %,32311 Broj,68.7 %,10286 Broj,21.9 %,8238 Broj,17.5 %,42.59 Broj,131.7 Indeks,432 Broj,9.18 ‰,618 Broj,13.14 ‰,2 Broj,4.6 ‰,-186 Broj,-3.95 ‰,69.9 Indeks,1.48 Koeficijent,72.8 Broj,78.1 Broj,45.6 Broj,20.1 Broj,25.5 Broj,264 Broj,85 Broj,3.1 Broj,-11 Broj,153.99 km,0.4 km,10869 Broj,231 Broj,13500 Broj,86 %,9319 Broj,59.4 %,202 Broj,4.3 Broj,61.1 %,29.7 %
113,113,Indjija,Sremska oblast,Inđija,Sremska oblast,2014,385 km2,821.65 ha,2.1 %,11 Broj,122 Broj,15695 Broj,46871 Broj,23147 Broj,23724 Broj,0.98 Odnos,1.02 Odnos,3059 Broj,6.5 %,3464 Broj,7.4 %,1831 Broj,3.9 %,39035 Broj,83.3 %,8202 Broj,17.5 %,31903 Broj,68.1 %,10132 Broj,21.6 %,8445 Broj,18 %,42.78 Broj,136.1 Indeks,470 Broj,10.03 ‰,635 Broj,13.55 ‰,4 Broj,8.5 ‰,-165 Broj,-3.52 ‰,74.02 Indeks,1.62 Koeficijent,72.7 Broj,78.3 Broj,46.9 Broj,20.4 Broj,26.5 Broj,279 Broj,38 Broj,7.3 Broj,11 Broj,153.99 km,0.4 km,11169 Broj,238 Broj,13500 Broj,86 %,9320 Broj,59.4 %,14 Broj,0.3 Broj,61.1 %,29.7 %
114,114,Indjija,Sremska oblast,Inđija,Sremska oblast,2015,385 km2,821.65 ha,2.1 %,11 Broj,121 Broj,15695 Broj,46641 Broj,23044 Broj,23597 Broj,0.98 Odnos,1.02 Odnos,3071 Broj,6.6 %,3510 Broj,7.5 %,1732 Broj,3.7 %,38774 Broj,83.1 %,7921 Broj,17 %,31412 Broj,67.3 %,9949 Broj,21.3 %,8648 Broj,18.5 %,42.94 Broj,139.8 Indeks,469 Broj,10.06 ‰,650 Broj,13.94 ‰,0 Broj,0 ‰,-181 Broj,-3.88 ‰,72.15 Indeks,1.65 Koeficijent,72.5 Broj,78.7 Broj,48.5 Broj,21 Broj,27.5 Broj,253 Broj,89 Broj,2.8 Broj,-126 Broj,153.99 km,0.4 km,11555 Broj,248 Broj,13500 Broj,86 %,9320 Broj,59.4 %,49 Broj,1.1 Broj,61.1 %,29.7 %
115,115,Indjija,Sremska oblast,Inđija,Sremska oblast,2016,385 km2,821.65 ha,2.1 %,11 Broj,120 Broj,15695 Broj,46390 Broj,22929 Broj,23461 Broj,0.98 Odnos,1.02 Odnos,3109 Broj,6.7 %,3537 Broj,7.6 %,1695 Broj,3.7 %,38477 Broj,82.9 %,7639 Broj,16.5 %,30944 Broj,66.7 %,9742 Broj,21 %,8800 Broj,19 %,43.09 Broj,142.8 Indeks,449 Broj,9.68 ‰,652 Broj,14.05 ‰,2 Broj,4.5 ‰,-203 Broj,-4.38 ‰,68.87 Indeks,1.61 Koeficijent,72.5 Broj,78.3 Broj,49.9 Broj,21.5 Broj,28.4 Broj,230 Broj,68 Broj,3.4 Broj,8 Broj,153.99 km,0.4 km,12051 Broj,260 Broj,13500 Broj,86 %,9320 Broj,59.4 %,17 Broj,0.4 Broj,61.9 %,29.7 %
116,116,Indjija,Sremska oblast,Inđija,Sremska oblast,2017,385 km2,800.66 ha,2.1 %,11 Broj,120 Broj,15695 Broj,46119 Broj,22795 Broj,23324 Broj,0.98 Odnos,1.02 Odnos,3128 Broj,6.8 %,3535 Broj,7.7 %,1703 Broj,3.7 %,38186 Broj,82.8 %,7433 Broj,16.1 %,30487 Broj,66.1 %,9596 Broj,20.8 %,8969 Broj,19.4 %,43.24 Broj,144.4 Indeks,422 Broj,9.15 ‰,691 Broj,14.98 ‰,0 Broj,0 ‰,-269 Broj,-5.83 ‰,61.07 Indeks,1.53 Koeficijent,72.5 Broj,78.3 Broj,51.3 Broj,21.9 Broj,29.4 Broj,238 Broj,90 Broj,2.6 Broj,-77 Broj,165.88 km,0.4 km,12620 Broj,274 Broj,13500 Broj,86 %,9320 Broj,59.4 %,16 Broj,0.3 Broj,61.9 %,29.7 %
117,117,Indjija,Sremska oblast,Inđija,Sremska oblast,2018,385 km2,800.66 ha,2.1 %,11 Broj,119 Broj,15695 Broj,45854 Broj,22683 Broj,23171 Broj,0.98 Odnos,1.02 Odnos,3170 Broj,6.9 %,3507 Broj,7.6 %,1717 Broj,3.7 %,37880 Broj,82.6 %,7255 Broj,15.8 %,30000 Broj,65.4 %,9492 Broj,20.7 %,9177 Broj,20 %,43.35 Broj,144.8 Indeks,463 Broj,10.1 ‰,663 Broj,14.46 ‰,0 Broj,0 ‰,-200 Broj,-4.36 ‰,69.83 Indeks,1.73 Koeficijent,73.1 Broj,78.3 Broj,52.8 Broj,22.3 Broj,30.6 Broj,231 Broj,99 Broj,2.3 Broj,16 Broj,165.85 km,0.4 km,13043 Broj,284 Broj,13600 Broj,86.7 %,9573 Broj,61 %,74 Broj,1.6 Broj,61.9 %,29.7 %
118,118,Indjija,Sremska oblast,Inđija,Sremska oblast,2019,385 km2,800.66 ha,2.1 %,11 Broj,119 Broj,15695 Broj,45642 Broj,22585 Broj,23057 Broj,0.98 Odnos,1.02 Odnos,3200 Broj,7 %,3502 Broj,7.7 %,1727 Broj,3.8 %,37632 Broj,82.5 %,7112 Broj,15.6 %,29544 Broj,64.7 %,9393 Broj,20.6 %,9396 Broj,20.6 %,43.49 Broj,145.7 Indeks,417 Broj,9.14 ‰,645 Broj,14.13 ‰,1 Broj,2.4 ‰,-228 Broj,-5 ‰,64.65 Indeks,1.57 Koeficijent,72.9 Broj,78.6 Broj,54.5 Broj,22.7 Broj,31.8 Broj,249 Broj,104 Broj,2.4 Broj,-12 Broj,209.85 km,0.5 km,13514 Broj,296 Broj,13600 Broj,86.7 %,9573 Broj,61 %,172 Broj,3.8 Broj,61.9 %,29.7 %
119,119,Indjija,Sremska oblast,Inđija,Sremska oblast,2020,385 km2,781.65 ha,2 %,11 Broj,118 Broj,15695 Broj,45336 Broj,22432 Broj,22904 Broj,0.98 Odnos,1.02 Odnos,3162 Broj,7 %,3526 Broj,7.8 %,1738 Broj,3.8 %,37349 Broj,82.4 %,7001 Broj,15.4 %,29082 Broj,64.1 %,9277 Broj,20.5 %,9566 Broj,21.1 %,43.56 Broj,146.6 Indeks,389 Broj,8.58 ‰,761 Broj,16.79 ‰,0 Broj,0 ‰,-372 Broj,-8.21 ‰,51.12 Indeks,1.51 Koeficijent,73 Broj,78 Broj,55.9 Broj,23 Broj,32.9 Broj,159 Broj,87 Broj,1.8 Broj,-1 Broj,170.65 km,0.4 km,14113 Broj,311 Broj,13700 Broj,87.3 %,9909 Broj,63.1 %,166 Broj,3.7 Broj,54.6 %,40.5 %
120,120,Irig,Sremska oblast,Irig,Sremska oblast,2011,230 km2,2727.98 ha,11.9 %,12 Broj,47 Broj,3987 Broj,10874 Broj,5333 Broj,5541 Broj,0.96 Odnos,1.04 Odnos,593 Broj,5.5 %,771 Broj,7.1 %,472 Broj,4.3 %,9154 Broj,84.2 %,1980 Broj,18.2 %,7415 Broj,68.2 %,2251 Broj,20.7 %,2095 Broj,19.3 %,44.06 Broj,152.2 Indeks,77 Broj,7.08 ‰,191 Broj,17.56 ‰,1 Broj,13 ‰,-114 Broj,-10.48 ‰,40.31 Indeks,1.26 Koeficijent,71.2 Broj,77.4 Broj,46.6 Broj,18.4 Broj,28.3 Broj,51 Broj,3 Broj,17 Broj,8 Broj,110.4 km,0.5 km,2271 Broj,209 Broj,0 Broj,0 %,0 Broj,0 %,12 Broj,1.1 Broj,64.3 %,35 %
121,121,Irig,Sremska oblast,Irig,Sremska oblast,2012,230 km2,2727.98 ha,11.9 %,12 Broj,47 Broj,3987 Broj,10765 Broj,5295 Broj,5470 Broj,0.97 Odnos,1.03 Odnos,592 Broj,5.5 %,742 Broj,6.9 %,466 Broj,4.3 %,9079 Broj,84.3 %,1946 Broj,18.1 %,7313 Broj,67.9 %,2203 Broj,20.5 %,2118 Broj,19.7 %,44.27 Broj,155.9 Indeks,89 Broj,8.27 ‰,171 Broj,15.88 ‰,3 Broj,33.7 ‰,-82 Broj,-7.62 ‰,52.05 Indeks,1.49 Koeficijent,72.6 Broj,74.2 Broj,47.2 Broj,18.2 Broj,29 Broj,47 Broj,1 Broj,47 Broj,-31 Broj,139.31 km,0.6 km,2411 Broj,224 Broj,0 Broj,0 %,0 Broj,0 %,15 Broj,1.4 Broj,63.1 %,25 %
122,122,Irig,Sremska oblast,Irig,Sremska oblast,2013,230 km2,2727.98 ha,11.9 %,12 Broj,46 Broj,3987 Broj,10627 Broj,5230 Broj,5397 Broj,0.97 Odnos,1.03 Odnos,592 Broj,5.6 %,715 Broj,6.7 %,450 Broj,4.2 %,8983 Broj,84.5 %,1889 Broj,17.8 %,7184 Broj,67.6 %,2155 Broj,20.3 %,2136 Broj,20.1 %,44.52 Broj,162.2 Indeks,78 Broj,7.34 ‰,191 Broj,17.97 ‰,0 Broj,0 ‰,-113 Broj,-10.63 ‰,40.84 Indeks,1.33 Koeficijent,72.5 Broj,75.4 Broj,47.9 Broj,18.2 Broj,29.7 Broj,53 Broj,5 Broj,10.6 Broj,-50 Broj,110.91 km,0.5 km,2426 Broj,228 Broj,0 Broj,0 %,0 Broj,0 %,5 Broj,0.5 Broj,63.1 %,25 %
123,123,Irig,Sremska oblast,Irig,Sremska oblast,2014,230 km2,4090.01 ha,17.8 %,12 Broj,46 Broj,3987 Broj,10507 Broj,5172 Broj,5335 Broj,0.97 Odnos,1.03 Odnos,589 Broj,5.6 %,704 Broj,6.7 %,428 Broj,4.1 %,8907 Broj,84.8 %,1838 Broj,17.5 %,7063 Broj,67.2 %,2115 Broj,20.1 %,2151 Broj,20.5 %,44.71 Broj,168 Indeks,79 Broj,7.52 ‰,167 Broj,15.89 ‰,0 Broj,0 ‰,-88 Broj,-8.38 ‰,47.31 Indeks,1.33 Koeficijent,73.1 Broj,76.3 Broj,48.8 Broj,18.3 Broj,30.5 Broj,44 Broj,4 Broj,11 Broj,12 Broj,110.91 km,0.5 km,2457 Broj,234 Broj,0 Broj,0 %,0 Broj,0 %,1 Broj,0.1 Broj,63.1 %,25 %
124,124,Irig,Sremska oblast,Irig,Sremska oblast,2015,230 km2,4090.01 ha,17.8 %,12 Broj,45 Broj,3987 Broj,10426 Broj,5132 Broj,5294 Broj,0.97 Odnos,1.03 Odnos,583 Broj,5.6 %,714 Broj,6.8 %,389 Broj,3.7 %,8855 Broj,84.9 %,1774 Broj,17 %,6926 Broj,66.4 %,2061 Broj,19.8 %,2203 Broj,21.1 %,44.92 Broj,172.8 Indeks,84 Broj,8.06 ‰,161 Broj,15.44 ‰,0 Broj,0 ‰,-77 Broj,-7.39 ‰,52.17 Indeks,1.46 Koeficijent,73 Broj,78.4 Broj,50.5 Broj,18.7 Broj,31.8 Broj,48 Broj,1 Broj,48 Broj,-9 Broj,113.04 km,0.5 km,2540 Broj,244 Broj,0 Broj,0 %,0 Broj,0 %,4 Broj,0.4 Broj,63.1 %,25 %
125,125,Irig,Sremska oblast,Irig,Sremska oblast,2016,230 km2,4090.01 ha,17.8 %,12 Broj,45 Broj,3987 Broj,10330 Broj,5083 Broj,5247 Broj,0.97 Odnos,1.03 Odnos,577 Broj,5.6 %,707 Broj,6.8 %,370 Broj,3.6 %,8777 Broj,85 %,1706 Broj,16.5 %,6800 Broj,65.8 %,2001 Broj,19.4 %,2246 Broj,21.7 %,45.15 Broj,178.6 Indeks,70 Broj,6.78 ‰,153 Broj,14.81 ‰,0 Broj,0 ‰,-83 Broj,-8.03 ‰,45.75 Indeks,1.28 Koeficijent,74 Broj,78.1 Broj,51.9 Broj,18.9 Broj,33 Broj,54 Broj,13 Broj,4.2 Broj,-23 Broj,113.04 km,0.5 km,2580 Broj,250 Broj,0 Broj,0 %,0 Broj,0 %,14 Broj,1.4 Broj,61.4 %,30 %
126,126,Irig,Sremska oblast,Irig,Sremska oblast,2017,230 km2,5947.98 ha,25.9 %,12 Broj,44 Broj,3987 Broj,10218 Broj,5039 Broj,5179 Broj,0.97 Odnos,1.03 Odnos,566 Broj,5.5 %,691 Broj,6.8 %,371 Broj,3.6 %,8680 Broj,84.9 %,1644 Broj,16.1 %,6690 Broj,65.5 %,1947 Broj,19.1 %,2271 Broj,22.2 %,45.37 Broj,184.5 Indeks,83 Broj,8.12 ‰,178 Broj,17.42 ‰,0 Broj,0 ‰,-95 Broj,-9.3 ‰,46.63 Indeks,1.5 Koeficijent,72.9 Broj,78.3 Broj,52.7 Broj,18.8 Broj,33.9 Broj,73 Broj,5 Broj,14.6 Broj,-22 Broj,109.43 km,0.5 km,2660 Broj,260 Broj,0 Broj,0 %,0 Broj,0 %,12 Broj,1.2 Broj,61.4 %,30 %
127,127,Irig,Sremska oblast,Irig,Sremska oblast,2018,230 km2,5947.98 ha,25.9 %,12 Broj,44 Broj,3987 Broj,10083 Broj,4978 Broj,5105 Broj,0.98 Odnos,1.03 Odnos,554 Broj,5.5 %,671 Broj,6.7 %,375 Broj,3.7 %,8570 Broj,85 %,1572 Broj,15.6 %,6544 Broj,64.9 %,1886 Broj,18.7 %,2314 Broj,22.9 %,45.63 Broj,190.4 Indeks,70 Broj,6.94 ‰,180 Broj,17.85 ‰,0 Broj,0 ‰,-110 Broj,-10.91 ‰,38.89 Indeks,1.28 Koeficijent,71.8 Broj,78.4 Broj,54.1 Broj,18.7 Broj,35.4 Broj,46 Broj,17 Broj,2.7 Broj,-45 Broj,109.43 km,0.5 km,2713 Broj,269 Broj,0 Broj,0 %,0 Broj,0 %,26 Broj,2.6 Broj,61.4 %,30 %
128,128,Irig,Sremska oblast,Irig,Sremska oblast,2019,230 km2,5947.98 ha,25.9 %,12 Broj,43 Broj,3987 Broj,9942 Broj,4903 Broj,5039 Broj,0.97 Odnos,1.03 Odnos,539 Broj,5.4 %,662 Broj,6.7 %,373 Broj,3.8 %,8467 Broj,85.2 %,1508 Broj,15.2 %,6376 Broj,64.1 %,1843 Broj,18.5 %,2365 Broj,23.8 %,45.89 Broj,195.2 Indeks,71 Broj,7.14 ‰,171 Broj,17.2 ‰,0 Broj,0 ‰,-100 Broj,-10.06 ‰,41.52 Indeks,1.36 Koeficijent,71.4 Broj,78.3 Broj,55.9 Broj,18.8 Broj,37.1 Broj,53 Broj,14 Broj,3.8 Broj,-27 Broj,109.43 km,0.5 km,2828 Broj,284 Broj,0 Broj,0 %,0 Broj,0 %,78 Broj,7.8 Broj,61.4 %,30 %
129,129,Irig,Sremska oblast,Irig,Sremska oblast,2020,230 km2,4475.55 ha,19.5 %,12 Broj,43 Broj,3987 Broj,9806 Broj,4824 Broj,4982 Broj,0.97 Odnos,1.03 Odnos,532 Broj,5.4 %,658 Broj,6.7 %,357 Broj,3.6 %,8358 Broj,85.2 %,1464 Broj,14.9 %,6226 Broj,63.5 %,1810 Broj,18.5 %,2390 Broj,24.4 %,45.96 Broj,197.3 Indeks,80 Broj,8.16 ‰,200 Broj,20.4 ‰,0 Broj,0 ‰,-120 Broj,-12.24 ‰,40 Indeks,1.58 Koeficijent,70.4 Broj,78.3 Broj,57.5 Broj,19.1 Broj,38.4 Broj,35 Broj,2 Broj,17.5 Broj,-24 Broj,109.43 km,0.5 km,2990 Broj,305 Broj,0 Broj,0 %,0 Broj,0 %,56 Broj,5.7 Broj,57.3 %,31.6 %
130,130,Kanjiza,Severnobanatska oblast,Kanjiža,Severnobanatska oblast,2011,399 km2,645.24 ha,1.6 %,13 Broj,63 Broj,10097 Broj,25326 Broj,12407 Broj,12919 Broj,0.96 Odnos,1.04 Odnos,1561 Broj,6.2 %,2031 Broj,8 %,1188 Broj,4.7 %,20834 Broj,82.3 %,4665 Broj,18.4 %,17012 Broj,67.2 %,5604 Broj,22.1 %,4722 Broj,18.6 %,42.36 Broj,124.4 Indeks,216 Broj,8.53 ‰,401 Broj,15.83 ‰,0 Broj,0 ‰,-185 Broj,-7.3 ‰,53.87 Indeks,1.42 Koeficijent,69.6 Broj,76.3 Broj,48.9 Broj,21.1 Broj,27.8 Broj,108 Broj,64 Broj,1.7 Broj,-9 Broj,129.94 km,0.3 km,6279 Broj,248 Broj,9193 Broj,91 %,3194 Broj,31.6 %,4 Broj,0.2 Broj,65.7 %,24.1 %
131,131,Kanjiza,Severnobanatska oblast,Kanjiža,Severnobanatska oblast,2012,399 km2,645.24 ha,1.6 %,13 Broj,63 Broj,10097 Broj,25080 Broj,12273 Broj,12807 Broj,0.96 Odnos,1.04 Odnos,1519 Broj,6.1 %,1967 Broj,7.8 %,1185 Broj,4.7 %,20700 Broj,82.5 %,4587 Broj,18.3 %,16892 Broj,67.4 %,5524 Broj,22 %,4702 Broj,18.7 %,42.6 Broj,128.2 Indeks,165 Broj,6.58 ‰,399 Broj,15.91 ‰,0 Broj,0 ‰,-234 Broj,-9.33 ‰,41.35 Indeks,1.09 Koeficijent,70.4 Broj,77 Broj,48.5 Broj,20.6 Broj,27.8 Broj,100 Broj,45 Broj,2.2 Broj,-63 Broj,129.94 km,0.3 km,6396 Broj,255 Broj,9193 Broj,91 %,4017 Broj,39.8 %,8 Broj,0.3 Broj,58.3 %,27.6 %
